country_name,country_code,year,sec_school_enroll
Brunei Darussalam,BRN,1980,61.0722007751465
Brunei Darussalam,BRN,1981,61.7599296569824
Brunei Darussalam,BRN,1982,63.4685096740723
Brunei Darussalam,BRN,1983,65.9173583984375
Brunei Darussalam,BRN,1984,63.9403800964355
Brunei Darussalam,BRN,1985,63.590030670166
Brunei Darussalam,BRN,1986,60.7707481384277
Brunei Darussalam,BRN,1987,NA
Brunei Darussalam,BRN,1988,NA
Brunei Darussalam,BRN,1989,NA
Brunei Darussalam,BRN,1990,NA
Brunei Darussalam,BRN,1991,73.195671081543
Brunei Darussalam,BRN,1992,73.8998718261719
Brunei Darussalam,BRN,1993,75.7966613769531
Brunei Darussalam,BRN,1994,76.2749481201172
Brunei Darussalam,BRN,1995,NA
Brunei Darussalam,BRN,1996,NA
Brunei Darussalam,BRN,1997,NA
Brunei Darussalam,BRN,1998,81.0034027099609
Brunei Darussalam,BRN,1999,84.2143936157227
Brunei Darussalam,BRN,2000,84.6492309570313
Brunei Darussalam,BRN,2001,85.0624389648438
Brunei Darussalam,BRN,2002,86.541862487793
Brunei Darussalam,BRN,2003,88.374153137207
Brunei Darussalam,BRN,2004,92.80322265625
Brunei Darussalam,BRN,2005,96.587532043457
Brunei Darussalam,BRN,2006,97.4411773681641
Brunei Darussalam,BRN,2007,95.7946090698242
Brunei Darussalam,BRN,2008,96.0159072875977
Brunei Darussalam,BRN,2009,98.2040405273438
Brunei Darussalam,BRN,2010,99.1756362915039
Indonesia,IDN,1980,NA
Indonesia,IDN,1981,28.3557796478271
Indonesia,IDN,1982,30.5354404449463
Indonesia,IDN,1983,34.0479583740234
Indonesia,IDN,1984,34.3006210327148
Indonesia,IDN,1985,NA
Indonesia,IDN,1986,41.8992500305176
Indonesia,IDN,1987,47.3943405151367
Indonesia,IDN,1988,49.3497009277344
Indonesia,IDN,1989,49.1926612854004
Indonesia,IDN,1990,46.5900917053223
Indonesia,IDN,1991,44.8151588439941
Indonesia,IDN,1992,44.0668411254883
Indonesia,IDN,1993,43.7292709350586
Indonesia,IDN,1994,44.7505798339844
Indonesia,IDN,1995,47.5789985656738
Indonesia,IDN,1996,50.3472709655762
Indonesia,IDN,1997,54.0828704833984
Indonesia,IDN,1998,54.3274307250977
Indonesia,IDN,1999,54.406608581543
Indonesia,IDN,2000,55.0771217346191
Indonesia,IDN,2001,55.5403594970703
Indonesia,IDN,2002,57.1615905761719
Indonesia,IDN,2003,60.1432189941406
Indonesia,IDN,2004,61.8672409057617
Indonesia,IDN,2005,60.1542892456055
Indonesia,IDN,2006,62.6410293579102
Indonesia,IDN,2007,70.5409164428711
Indonesia,IDN,2008,69.6562271118164
Indonesia,IDN,2009,74.6276473999023
Indonesia,IDN,2010,76.4262466430664
Cambodia,KHM,1980,NA
Cambodia,KHM,1981,NA
Cambodia,KHM,1982,NA
Cambodia,KHM,1983,NA
Cambodia,KHM,1984,NA
Cambodia,KHM,1985,NA
Cambodia,KHM,1986,NA
Cambodia,KHM,1987,NA
Cambodia,KHM,1988,NA
Cambodia,KHM,1989,NA
Cambodia,KHM,1990,NA
Cambodia,KHM,1991,27.1973304748535
Cambodia,KHM,1992,NA
Cambodia,KHM,1993,NA
Cambodia,KHM,1994,NA
Cambodia,KHM,1995,NA
Cambodia,KHM,1996,NA
Cambodia,KHM,1997,NA
Cambodia,KHM,1998,18.003490447998
Cambodia,KHM,1999,16.5975093841553
Cambodia,KHM,2000,17.2854499816895
Cambodia,KHM,2001,18.9289493560791
Cambodia,KHM,2002,22.9268207550049
Cambodia,KHM,2003,27.5021095275879
